fecha,producto,cantidad_vendida,precio
16/04/2025,Cepillo de alambre,41,847.24
16/04/2025,Arena fina,62,1983.01
16/04/2025,Desarmador de cruz,10,535.8
17/04/2025,Silicón sellador,15,1126.67
17/04/2025,Tornillos para metal,52,113.7
17/04/2025,Tornillos para metal,25,113.7
18/04/2025,Thinner,36,1185.84
18/04/2025,Pintura vinílica blanca,53,2476.62
19/04/2025,Fusible,91,1892.7
19/04/2025,Toma corriente doble,27,1885.53
19/04/2025,Arena fina,17,1983.01
20/04/2025,Cinta aislante,91,1321.73
20/04/2025,Multicontacto,21,1732.15
20/04/2025,Fusible,42,1892.7
21/04/2025,Focos LED,3,1455.18
21/04/2025,Silicón sellador,66,1126.67
21/04/2025,Interruptor termomagnético,60,1898.23
22/04/2025,Guantes de látex,79,1221.16
22/04/2025,Conectores eléctricos,82,1842.62
23/04/2025,Fusible,59,1892.7
23/04/2025,Cemento gris,82,1905.18
23/04/2025,Cable de cobre calibre 12,36,1782.49
24/04/2025,Remaches,96,405.92
24/04/2025,Pegamento para PVC,61,2436.96
24/04/2025,Llave inglesa,85,540.94
25/04/2025,Clavos de acero,26,120.12
25/04/2025,Brocha de 2 pulgadas,60,960.72
25/04/2025,Cubeta plástica de 19 L,58,1267.7
26/04/2025,Arandelas,46,266.09
26/04/2025,Toma corriente doble,13,1885.53
27/04/2025,Focos LED,60,1455.18
27/04/2025,Interruptor termomagnético,28,1898.23
27/04/2025,Pinzas universales,77,631.38
28/04/2025,Cinta aislante,73,1321.73
28/04/2025,Apagadores,81,1488.6
28/04/2025,Silicón sellador,10,1126.67
29/04/2025,Cinta aislante,70,1321.73
29/04/2025,Cubeta plástica de 19 L,67,1267.7
29/04/2025,Remaches,60,405.92
30/04/2025,Tornillos para madera,26,94.26
30/04/2025,Brocha de 2 pulgadas,98,960.72
01/05/2025,Desarmador de cruz,85,535.8
01/05/2025,Tornillos para madera,79,94.26
01/05/2025,Cutter,7,824.47
02/05/2025,Cal hidratada,10,2005.34
02/05/2025,Ganchos de pared,18,337.56
02/05/2025,Trapo industrial,62,1277.03
03/05/2025,Conectores eléctricos,53,1842.62
03/05/2025,Cepillo de alambre,78,847.24
03/05/2025,Pinzas universales,39,631.38
04/05/2025,Llave allen,48,567.73
04/05/2025,Rodillo para pintura,21,966.21
05/05/2025,Lija para madera,29,1054.33
05/05/2025,Cable de cobre calibre 12,44,1782.49
05/05/2025,Extensión eléctrica,64,1548.78
06/05/2025,Cepillo de alambre,94,847.24
06/05/2025,Clavos de acero,97,120.12
06/05/2025,Clavos de acero,44,120.12
07/05/2025,Arandelas,45,266.09
07/05/2025,Rodillo para pintura,17,966.21
07/05/2025,Toma corriente doble,37,1885.53
08/05/2025,Arandelas,52,266.09
08/05/2025,Serrucho,67,591.25
09/05/2025,Varilla de acero,50,2071.19
09/05/2025,Cinta masking,59,1062.02
09/05/2025,Cepillo de alambre,51,847.24
10/05/2025,Llave allen,9,567.73
10/05/2025,Yeso,84,2060.65
10/05/2025,Llave allen,55,567.73
11/05/2025,Desarmador plano,2,534.85
11/05/2025,Taquetes,21,232.55
12/05/2025,Brocha de 2 pulgadas,6,960.72
12/05/2025,Multicontacto,85,1732.15
12/05/2025,Tuercas,63,304.35
13/05/2025,Tornillos para madera,42,94.26
13/05/2025,Focos LED,8,1455.18
13/05/2025,Desarmador plano,24,534.85
14/05/2025,Multicontacto,43,1732.15
14/05/2025,Cal hidratada,86,2005.34
14/05/2025,Thinner,91,1185.84
15/05/2025,Tubo PVC de ½ pulgada,16,2202.06
15/05/2025,Cubeta plástica de 19 L,17,1267.7
16/05/2025,Pijas,27,322.86
16/05/2025,Clavos de acero,78,120.12
16/05/2025,Cubeta plástica de 19 L,79,1267.7
17/05/2025,Rodillo para pintura,88,966.21
17/05/2025,Interruptor termomagnético,73,1898.23
17/05/2025,Cinta aislante,89,1321.73
18/05/2025,Yeso,80,2060.65
18/05/2025,Desarmador plano,17,534.85
18/05/2025,Cutter,8,824.47
19/05/2025,Tuercas,72,304.35
19/05/2025,Cal hidratada,53,2005.34
20/05/2025,Cable de cobre calibre 12,20,1782.49
20/05/2025,Fusible,54,1892.7
20/05/2025,Focos LED,61,1455.18
21/05/2025,Tornillos para madera,62,94.26
21/05/2025,Tuercas,28,304.35
21/05/2025,Llave inglesa,77,540.94
22/05/2025,Cal hidratada,86,2005.34
22/05/2025,Cubeta plástica de 19 L,91,1267.7
22/05/2025,Remaches,50,405.92
23/05/2025,Cinta masking,23,1062.02
23/05/2025,Cubeta plástica de 19 L,59,1267.7
24/05/2025,Pegamento para PVC,44,2436.96
24/05/2025,Multicontacto,8,1732.15
24/05/2025,Cubeta plástica de 19 L,15,1267.7
25/05/2025,Trapo industrial,31,1277.03
25/05/2025,Llave inglesa,43,540.94
25/05/2025,Interruptor termomagnético,10,1898.23
26/05/2025,Grapas metálicas,31,401.56
26/05/2025,Lija para madera,48,1054.33
26/05/2025,Ganchos de pared,49,337.56
27/05/2025,Guantes de látex,78,1221.16
27/05/2025,Cinta aislante,58,1321.73
28/05/2025,Fusible,24,1892.7
28/05/2025,Pegamento para PVC,46,2436.96
28/05/2025,Taquetes,21,232.55
29/05/2025,Desarmador de cruz,5,535.8
29/05/2025,Cable de cobre calibre 12,63,1782.49
29/05/2025,Ganchos de pared,31,337.56
30/05/2025,Cemento gris,30,1905.18
30/05/2025,Tuercas,2,304.35
31/05/2025,Malla ciclónica,13,2155.37
31/05/2025,Thinner,12,1185.84
31/05/2025,Yeso,40,2060.65
01/06/2025,Cinta aislante,17,1321.73
01/06/2025,Espátula metálica,10,1201.86
01/06/2025,Lija para madera,69,1054.33
02/06/2025,Conectores eléctricos,93,1842.62
02/06/2025,Pinzas universales,24,631.38
02/06/2025,Ganchos de pared,3,337.56
03/06/2025,Arandelas,18,266.09
03/06/2025,Serrucho,81,591.25
04/06/2025,Cable de cobre calibre 12,86,1782.49
04/06/2025,Cinta métrica,69,649.2
04/06/2025,Pintura vinílica blanca,71,2476.62
05/06/2025,Trapo industrial,97,1277.03
05/06/2025,Pijas,99,322.86
05/06/2025,Cal hidratada,67,2005.34
06/06/2025,Silicón sellador,82,1126.67
06/06/2025,Llave inglesa,44,540.94
06/06/2025,Malla ciclónica,14,2155.37
07/06/2025,Apagadores,35,1488.6
07/06/2025,Cinta métrica,53,649.2
08/06/2025,Arandelas,58,266.09
08/06/2025,Trapo industrial,37,1277.03
08/06/2025,Varilla de acero,2,2071.19
09/06/2025,Trapo industrial,7,1277.03
09/06/2025,Fusible,26,1892.7
09/06/2025,Taquetes,9,232.55
10/06/2025,Codo PVC,44,2375.53
10/06/2025,Pijas,2,322.86
10/06/2025,Tubo PVC de ½ pulgada,96,2202.06
11/06/2025,Silicón sellador,54,1126.67
11/06/2025,Fusible,12,1892.7
12/06/2025,Llave inglesa,93,540.94
12/06/2025,Interruptor termomagnético,8,1898.23
12/06/2025,Arena fina,63,1983.01
13/06/2025,Lija para madera,95,1054.33
13/06/2025,Interruptor termomagnético,9,1898.23
13/06/2025,Grapas metálicas,43,401.56
14/06/2025,Malla ciclónica,4,2155.37
14/06/2025,Focos LED,28,1455.18
14/06/2025,Brocha de 2 pulgadas,11,960.72
15/06/2025,Grapas metálicas,19,401.56
15/06/2025,Arena fina,85,1983.01
16/06/2025,Trapo industrial,32,1277.03
16/06/2025,Brocha de 2 pulgadas,99,960.72
16/06/2025,Arandelas,85,266.09
17/06/2025,Cinta métrica,18,649.2
17/06/2025,Ganchos de pared,38,337.56
17/06/2025,Pegamento para PVC,82,2436.96
18/06/2025,Lija para madera,32,1054.33
18/06/2025,Cable de cobre calibre 12,44,1782.49
18/06/2025,Ganchos de pared,20,337.56
19/06/2025,Thinner,95,1185.84
19/06/2025,Desarmador plano,50,534.85
20/06/2025,Fusible,77,1892.7
20/06/2025,Cinta masking,30,1062.02
20/06/2025,Cinta métrica,7,649.2
21/06/2025,Arandelas,43,266.09
21/06/2025,Codo PVC,86,2375.53
21/06/2025,Pintura vinílica blanca,98,2476.62
22/06/2025,Pintura vinílica blanca,28,2476.62
22/06/2025,Fusible,50,1892.7
23/06/2025,Ganchos de pared,10,337.56
23/06/2025,Interruptor termomagnético,60,1898.23
23/06/2025,Lija para madera,68,1054.33
24/06/2025,Clavos de acero,96,120.12
24/06/2025,Focos LED,5,1455.18
24/06/2025,Fusible,64,1892.7
25/06/2025,Cal hidratada,18,2005.34
25/06/2025,Apagadores,45,1488.6
25/06/2025,Taquetes,79,232.55
26/06/2025,Codo PVC,20,2375.53
26/06/2025,Thinner,39,1185.84
27/06/2025,Cable de cobre calibre 12,48,1782.49
27/06/2025,Toma corriente doble,22,1885.53
27/06/2025,Arandelas,81,266.09
28/06/2025,Tubo PVC de ½ pulgada,81,2202.06
28/06/2025,Extensión eléctrica,47,1548.78
28/06/2025,Lija para madera,48,1054.33
29/06/2025,Llave inglesa,57,540.94
29/06/2025,Arandelas,78,266.09
29/06/2025,Fusible,30,1892.7
30/06/2025,Multicontacto,74,1732.15
30/06/2025,Apagadores,62,1488.6
01/07/2025,Cemento gris,33,1905.18
01/07/2025,Fusible,2,1892.7
01/07/2025,Silicón sellador,71,1126.67
02/07/2025,Codo PVC,37,2375.53
02/07/2025,Brocha de 2 pulgadas,41,960.72
02/07/2025,Extensión eléctrica,43,1548.78
03/07/2025,Brocha de 2 pulgadas,83,960.72
03/07/2025,Ganchos de pared,35,337.56
03/07/2025,Llave allen,1,567.73
04/07/2025,Guantes de látex,44,1221.16
04/07/2025,Llave allen,30,567.73
05/07/2025,Clavos de acero,17,120.12
05/07/2025,Lija para madera,45,1054.33
05/07/2025,Varilla de acero,12,2071.19
06/07/2025,Cepillo de alambre,52,847.24
06/07/2025,Ganchos de pared,91,337.56
06/07/2025,Codo PVC,35,2375.53
07/07/2025,Codo PVC,72,2375.53
07/07/2025,Cutter,8,824.47
07/07/2025,Clavos de acero,63,120.12
08/07/2025,Conectores eléctricos,81,1842.62
08/07/2025,Toma corriente doble,43,1885.53
09/07/2025,Espátula metálica,73,1201.86
09/07/2025,Trapo industrial,34,1277.03
09/07/2025,Fusible,38,1892.7
10/07/2025,Pegamento para PVC,68,2436.96
10/07/2025,Cutter,75,824.47
10/07/2025,Cinta aislante,64,1321.73
11/07/2025,Apagadores,68,1488.6
11/07/2025,Focos LED,52,1455.18
11/07/2025,Toma corriente doble,7,1885.53
12/07/2025,Malla ciclónica,56,2155.37
12/07/2025,Llave inglesa,23,540.94
13/07/2025,Conectores eléctricos,85,1842.62
13/07/2025,Varilla de acero,47,2071.19
13/07/2025,Codo PVC,68,2375.53
14/07/2025,Clavos de acero,49,120.12
14/07/2025,Multicontacto,90,1732.15
14/07/2025,Pegamento para PVC,57,2436.96
15/07/2025,Cepillo de alambre,10,847.24
15/07/2025,Yeso,57,2060.65
16/07/2025,Toma corriente doble,26,1885.53
16/07/2025,Taquetes,50,232.55
16/07/2025,Focos LED,66,1455.18
17/07/2025,Toma corriente doble,78,1885.53
17/07/2025,Cubeta plástica de 19 L,47,1267.7
17/07/2025,Tubo PVC de ½ pulgada,72,2202.06
18/07/2025,Remaches,65,405.92
18/07/2025,Martillo,14,424.97
18/07/2025,Cubeta plástica de 19 L,40,1267.7
19/07/2025,Tornillos para madera,61,94.26
19/07/2025,Codo PVC,98,2375.53
20/07/2025,Lija para madera,11,1054.33
20/07/2025,Tuercas,90,304.35
20/07/2025,Trapo industrial,24,1277.03
21/07/2025,Lija para madera,16,1054.33
21/07/2025,Toma corriente doble,65,1885.53
21/07/2025,Remaches,85,405.92
22/07/2025,Cinta aislante,78,1321.73
22/07/2025,Llave allen,82,567.73
22/07/2025,Pinzas universales,50,631.38
23/07/2025,Varilla de acero,99,2071.19
23/07/2025,Pintura vinílica blanca,91,2476.62
24/07/2025,Interruptor termomagnético,52,1898.23
24/07/2025,Focos LED,95,1455.18
24/07/2025,Guantes de látex,5,1221.16
25/07/2025,Tuercas,7,304.35
25/07/2025,Martillo,85,424.97
25/07/2025,Cutter,50,824.47
26/07/2025,Malla ciclónica,22,2155.37
26/07/2025,Tornillos para madera,75,94.26
26/07/2025,Trapo industrial,3,1277.03
27/07/2025,Grapas metálicas,48,401.56
27/07/2025,Extensión eléctrica,14,1548.78
28/07/2025,Guantes de látex,71,1221.16
28/07/2025,Extensión eléctrica,37,1548.78
28/07/2025,Cubeta plástica de 19 L,68,1267.7
29/07/2025,Yeso,40,2060.65
29/07/2025,Arandelas,42,266.09
29/07/2025,Cubeta plástica de 19 L,76,1267.7
30/07/2025,Grapas metálicas,23,401.56
30/07/2025,Grapas metálicas,78,401.56
30/07/2025,Cepillo de alambre,38,847.24
31/07/2025,Cal hidratada,53,2005.34
31/07/2025,Espátula metálica,45,1201.86
01/08/2025,Tubo PVC de ½ pulgada,61,2202.06
01/08/2025,Cable de cobre calibre 12,56,1782.49
01/08/2025,Remaches,44,405.92
02/08/2025,Silicón sellador,70,1126.67
02/08/2025,Arena fina,43,1983.01
02/08/2025,Pijas,71,322.86
03/08/2025,Serrucho,95,591.25
03/08/2025,Cinta métrica,96,649.2
04/08/2025,Varilla de acero,54,2071.19
04/08/2025,Rodillo para pintura,97,966.21
04/08/2025,Varilla de acero,33,2071.19
05/08/2025,Lija para madera,25,1054.33
05/08/2025,Cable de cobre calibre 12,79,1782.49
05/08/2025,Rodillo para pintura,8,966.21
06/08/2025,Clavos de acero,3,120.12
06/08/2025,Desarmador de cruz,71,535.8
06/08/2025,Extensión eléctrica,61,1548.78
07/08/2025,Fusible,77,1892.7
07/08/2025,Cinta métrica,83,649.2
08/08/2025,Apagadores,34,1488.6
08/08/2025,Cemento gris,25,1905.18
08/08/2025,Cutter,70,824.47
09/08/2025,Multicontacto,40,1732.15
09/08/2025,Fusible,93,1892.7
09/08/2025,Toma corriente doble,14,1885.53
10/08/2025,Taquetes,87,232.55
10/08/2025,Conectores eléctricos,57,1842.62
10/08/2025,Pegamento para PVC,46,2436.96
11/08/2025,Focos LED,94,1455.18
11/08/2025,Ganchos de pared,14,337.56
12/08/2025,Cable de cobre calibre 12,50,1782.49
12/08/2025,Ganchos de pared,25,337.56
12/08/2025,Desarmador plano,77,534.85
13/08/2025,Toma corriente doble,75,1885.53
13/08/2025,Cubeta plástica de 19 L,44,1267.7
13/08/2025,Cal hidratada,75,2005.34
14/08/2025,Desarmador plano,77,534.85
14/08/2025,Ganchos de pared,21,337.56
14/08/2025,Interruptor termomagnético,34,1898.23
15/08/2025,Tuercas,74,304.35
15/08/2025,Apagadores,31,1488.6
16/08/2025,Llave inglesa,70,540.94
16/08/2025,Desarmador de cruz,85,535.8
16/08/2025,Apagadores,91,1488.6
17/08/2025,Interruptor termomagnético,3,1898.23
17/08/2025,Cemento gris,52,1905.18
17/08/2025,Llave allen,33,567.73
18/08/2025,Desarmador plano,42,534.85
18/08/2025,Apagadores,46,1488.6
18/08/2025,Brocha de 2 pulgadas,19,960.72
19/08/2025,Desarmador de cruz,93,535.8
19/08/2025,Extensión eléctrica,50,1548.78
20/08/2025,Desarmador plano,66,534.85
20/08/2025,Tuercas,3,304.35
20/08/2025,Arena fina,27,1983.01
21/08/2025,Extensión eléctrica,55,1548.78
21/08/2025,Toma corriente doble,80,1885.53
21/08/2025,Pijas,83,322.86
22/08/2025,Thinner,14,1185.84
22/08/2025,Desarmador plano,86,534.85
22/08/2025,Ganchos de pared,16,337.56
23/08/2025,Apagadores,17,1488.6
23/08/2025,Cinta métrica,42,649.2
24/08/2025,Thinner,47,1185.84
24/08/2025,Codo PVC,19,2375.53
24/08/2025,Pijas,27,322.86
25/08/2025,Serrucho,64,591.25
25/08/2025,Pinzas universales,12,631.38
25/08/2025,Ganchos de pared,75,337.56
26/08/2025,Cemento gris,27,1905.18
26/08/2025,Fusible,69,1892.7
27/08/2025,Cable de cobre calibre 12,37,1782.49
27/08/2025,Trapo industrial,34,1277.03
27/08/2025,Pegamento para PVC,87,2436.96
28/08/2025,Codo PVC,18,2375.53
28/08/2025,Arandelas,28,266.09
28/08/2025,Malla ciclónica,71,2155.37
29/08/2025,Cutter,52,824.47
29/08/2025,Cubeta plástica de 19 L,65,1267.7
29/08/2025,Llave allen,84,567.73
30/08/2025,Silicón sellador,50,1126.67
30/08/2025,Apagadores,93,1488.6
31/08/2025,Fusible,72,1892.7
31/08/2025,Cable de cobre calibre 12,76,1782.49
31/08/2025,Codo PVC,58,2375.53
01/09/2025,Tubo PVC de ½ pulgada,88,2202.06
01/09/2025,Interruptor termomagnético,17,1898.23
01/09/2025,Yeso,50,2060.65
02/09/2025,Espátula metálica,44,1201.86
02/09/2025,Toma corriente doble,16,1885.53
02/09/2025,Espátula metálica,63,1201.86
03/09/2025,Tuercas,80,304.35
03/09/2025,Varilla de acero,32,2071.19
04/09/2025,Yeso,97,2060.65
04/09/2025,Cable de cobre calibre 12,65,1782.49
04/09/2025,Taquetes,87,232.55
05/09/2025,Cubeta plástica de 19 L,55,1267.7
05/09/2025,Arandelas,41,266.09
05/09/2025,Martillo,74,424.97
06/09/2025,Lija para madera,81,1054.33
06/09/2025,Cinta masking,44,1062.02
06/09/2025,Interruptor termomagnético,43,1898.23
07/09/2025,Ganchos de pared,42,337.56
07/09/2025,Desarmador de cruz,6,535.8
08/09/2025,Cinta aislante,96,1321.73
08/09/2025,Espátula metálica,86,1201.86
08/09/2025,Guantes de látex,38,1221.16
09/09/2025,Pintura vinílica blanca,81,2476.62
09/09/2025,Pegamento para PVC,28,2436.96
09/09/2025,Fusible,10,1892.7
10/09/2025,Extensión eléctrica,69,1548.78
10/09/2025,Extensión eléctrica,25,1548.78
10/09/2025,Conectores eléctricos,65,1842.62
11/09/2025,Llave allen,20,567.73
11/09/2025,Cinta aislante,21,1321.73
12/09/2025,Trapo industrial,56,1277.03
12/09/2025,Yeso,44,2060.65
12/09/2025,Conectores eléctricos,79,1842.62
13/09/2025,Thinner,11,1185.84
13/09/2025,Thinner,4,1185.84
13/09/2025,Extensión eléctrica,43,1548.78
14/09/2025,Guantes de látex,20,1221.16
14/09/2025,Cinta masking,68,1062.02
15/09/2025,Taquetes,57,232.55
15/09/2025,Interruptor termomagnético,58,1898.23
15/09/2025,Grapas metálicas,54,401.56
16/09/2025,Grapas metálicas,1,401.56
16/09/2025,Cable de cobre calibre 12,95,1782.49
16/09/2025,Cal hidratada,88,2005.34
17/09/2025,Focos LED,3,1455.18
17/09/2025,Desarmador de cruz,65,535.8
17/09/2025,Silicón sellador,52,1126.67
18/09/2025,Taquetes,64,232.55
18/09/2025,Lija para madera,41,1054.33
19/09/2025,Yeso,36,2060.65
19/09/2025,Apagadores,36,1488.6
19/09/2025,Cinta métrica,28,649.2
20/09/2025,Brocha de 2 pulgadas,95,960.72
20/09/2025,Varilla de acero,27,2071.19
20/09/2025,Pijas,15,322.86
21/09/2025,Cemento gris,82,1905.18
21/09/2025,Tubo PVC de ½ pulgada,58,2202.06
21/09/2025,Llave allen,4,567.73
22/09/2025,Interruptor termomagnético,20,1898.23
22/09/2025,Grapas metálicas,52,401.56
23/09/2025,Apagadores,33,1488.6
23/09/2025,Martillo,65,424.97
23/09/2025,Cinta aislante,28,1321.73
24/09/2025,Pinzas universales,2,631.38
24/09/2025,Remaches,36,405.92
24/09/2025,Clavos de acero,32,120.12
25/09/2025,Arandelas,59,266.09
25/09/2025,Cable de cobre calibre 12,62,1782.49
25/09/2025,Cemento gris,98,1905.18
26/09/2025,Codo PVC,78,2375.53
26/09/2025,Cinta masking,26,1062.02
27/09/2025,Silicón sellador,89,1126.67
27/09/2025,Cutter,49,824.47
27/09/2025,Pegamento para PVC,32,2436.96
28/09/2025,Espátula metálica,88,1201.86
28/09/2025,Llave inglesa,66,540.94
28/09/2025,Cemento gris,68,1905.18
29/09/2025,Cepillo de alambre,65,847.24
29/09/2025,Llave allen,69,567.73
29/09/2025,Cinta métrica,51,649.2
30/09/2025,Cemento gris,54,1905.18
30/09/2025,Multicontacto,95,1732.15
01/10/2025,Cepillo de alambre,27,847.24
01/10/2025,Serrucho,77,591.25
01/10/2025,Serrucho,71,591.25
02/10/2025,Guantes de látex,78,1221.16
02/10/2025,Llave inglesa,7,540.94
02/10/2025,Brocha de 2 pulgadas,7,960.72
03/10/2025,Extensión eléctrica,69,1548.78
03/10/2025,Cutter,46,824.47
03/10/2025,Codo PVC,7,2375.53
04/10/2025,Pinzas universales,24,631.38
04/10/2025,Arena fina,26,1983.01
05/10/2025,Arena fina,12,1983.01
05/10/2025,Remaches,83,405.92
05/10/2025,Taquetes,89,232.55
06/10/2025,Pinzas universales,8,631.38
06/10/2025,Toma corriente doble,51,1885.53
06/10/2025,Cutter,99,824.47
07/10/2025,Silicón sellador,60,1126.67
07/10/2025,Pinzas universales,32,631.38
08/10/2025,Pintura vinílica blanca,3,2476.62
08/10/2025,Rodillo para pintura,99,966.21
08/10/2025,Malla ciclónica,44,2155.37
09/10/2025,Tubo PVC de ½ pulgada,42,2202.06
09/10/2025,Desarmador de cruz,1,535.8
09/10/2025,Ganchos de pared,67,337.56
10/10/2025,Codo PVC,69,2375.53
10/10/2025,Clavos de acero,70,120.12
10/10/2025,Pijas,34,322.86
11/10/2025,Cal hidratada,33,2005.34
11/10/2025,Focos LED,96,1455.18
12/10/2025,Serrucho,48,591.25
12/10/2025,Cal hidratada,12,2005.34
12/10/2025,Desarmador de cruz,54,535.8
13/10/2025,Ganchos de pared,86,337.56
13/10/2025,Fusible,8,1892.7
13/10/2025,Malla ciclónica,44,2155.37
14/10/2025,Tubo PVC de ½ pulgada,43,2202.06
14/10/2025,Cepillo de alambre,83,847.24
14/10/2025,Rodillo para pintura,9,966.21
15/10/2025,Espátula metálica,85,1201.86
15/10/2025,Tornillos para metal,60,113.7
16/10/2025,Martillo,49,424.97
16/10/2025,Varilla de acero,24,2071.19
16/10/2025,Fusible,69,1892.7
17/10/2025,Thinner,34,1185.84
17/10/2025,Lija para madera,46,1054.33
17/10/2025,Llave inglesa,21,540.94
18/10/2025,Interruptor termomagnético,87,1898.23
18/10/2025,Codo PVC,26,2375.53
18/10/2025,Extensión eléctrica,25,1548.78
19/10/2025,Brocha de 2 pulgadas,17,960.72
19/10/2025,Silicón sellador,1,1126.67
20/10/2025,Llave allen,86,567.73
20/10/2025,Interruptor termomagnético,47,1898.23
20/10/2025,Cinta métrica,98,649.2
21/10/2025,Brocha de 2 pulgadas,21,960.72
21/10/2025,Serrucho,96,591.25
21/10/2025,Varilla de acero,78,2071.19
22/10/2025,Codo PVC,6,2375.53
22/10/2025,Cal hidratada,97,2005.34
22/10/2025,Cal hidratada,73,2005.34
23/10/2025,Cemento gris,24,1905.18
23/10/2025,Ganchos de pared,52,337.56
24/10/2025,Rodillo para pintura,69,966.21
24/10/2025,Cinta aislante,42,1321.73
24/10/2025,Llave allen,98,567.73
25/10/2025,Cinta métrica,54,649.2
25/10/2025,Tornillos para metal,74,113.7
25/10/2025,Tornillos para madera,11,94.26
26/10/2025,Conectores eléctricos,78,1842.62
26/10/2025,Malla ciclónica,16,2155.37
26/10/2025,Extensión eléctrica,44,1548.78
27/10/2025,Cable de cobre calibre 12,31,1782.49
27/10/2025,Conectores eléctricos,37,1842.62
28/10/2025,Arena fina,82,1983.01
28/10/2025,Interruptor termomagnético,17,1898.23
28/10/2025,Extensión eléctrica,67,1548.78
29/10/2025,Grapas metálicas,37,401.56
29/10/2025,Arandelas,29,266.09
29/10/2025,Remaches,96,405.92
30/10/2025,Tuercas,5,304.35
30/10/2025,Desarmador de cruz,57,535.8
31/10/2025,Arena fina,4,1983.01
31/10/2025,Focos LED,97,1455.18
31/10/2025,Cinta métrica,97,649.2
01/11/2025,Silicón sellador,48,1126.67
01/11/2025,Llave inglesa,48,540.94
01/11/2025,Cutter,47,824.47
02/11/2025,Espátula metálica,9,1201.86
02/11/2025,Arandelas,95,266.09
02/11/2025,Pijas,10,322.86
03/11/2025,Tornillos para metal,87,113.7
03/11/2025,Cemento gris,90,1905.18
04/11/2025,Brocha de 2 pulgadas,42,960.72
04/11/2025,Cutter,9,824.47
04/11/2025,Desarmador de cruz,83,535.8
05/11/2025,Grapas metálicas,69,401.56
05/11/2025,Cable de cobre calibre 12,16,1782.49
05/11/2025,Pinzas universales,33,631.38
06/11/2025,Pegamento para PVC,80,2436.96
06/11/2025,Rodillo para pintura,20,966.21
06/11/2025,Tubo PVC de ½ pulgada,86,2202.06
07/11/2025,Llave allen,94,567.73
07/11/2025,Tubo PVC de ½ pulgada,28,2202.06
08/11/2025,Toma corriente doble,13,1885.53
08/11/2025,Silicón sellador,33,1126.67
08/11/2025,Pinzas universales,47,631.38
09/11/2025,Extensión eléctrica,51,1548.78
09/11/2025,Pintura vinílica blanca,76,2476.62
09/11/2025,Desarmador plano,49,534.85
10/11/2025,Cemento gris,68,1905.18
10/11/2025,Llave inglesa,38,540.94
10/11/2025,Cable de cobre calibre 12,48,1782.49
11/11/2025,Serrucho,20,591.25
11/11/2025,Multicontacto,36,1732.15
12/11/2025,Cinta métrica,85,649.2
12/11/2025,Cepillo de alambre,92,847.24
12/11/2025,Fusible,52,1892.7
13/11/2025,Yeso,16,2060.65
13/11/2025,Pijas,20,322.86
13/11/2025,Trapo industrial,51,1277.03
14/11/2025,Arena fina,91,1983.01
14/11/2025,Codo PVC,94,2375.53
14/11/2025,Remaches,2,405.92
15/11/2025,Varilla de acero,27,2071.19
15/11/2025,Taquetes,89,232.55
16/11/2025,Cutter,72,824.47
16/11/2025,Tubo PVC de ½ pulgada,11,2202.06
16/11/2025,Conectores eléctricos,93,1842.62
17/11/2025,Llave inglesa,73,540.94
17/11/2025,Codo PVC,28,2375.53
17/11/2025,Clavos de acero,51,120.12
18/11/2025,Cal hidratada,49,2005.34
18/11/2025,Yeso,62,2060.65
19/11/2025,Extensión eléctrica,53,1548.78
19/11/2025,Thinner,73,1185.84
19/11/2025,Ganchos de pared,87,337.56
20/11/2025,Espátula metálica,20,1201.86
20/11/2025,Cal hidratada,85,2005.34
20/11/2025,Pegamento para PVC,23,2436.96
21/11/2025,Grapas metálicas,23,401.56
21/11/2025,Pinzas universales,20,631.38
21/11/2025,Tornillos para metal,72,113.7
22/11/2025,Cinta masking,24,1062.02
22/11/2025,Cutter,43,824.47
23/11/2025,Arandelas,7,266.09
23/11/2025,Codo PVC,99,2375.53
23/11/2025,Cepillo de alambre,64,847.24
24/11/2025,Multicontacto,70,1732.15
24/11/2025,Taquetes,44,232.55
24/11/2025,Cinta métrica,40,649.2
25/11/2025,Tubo PVC de ½ pulgada,86,2202.06
25/11/2025,Martillo,12,424.97
25/11/2025,Pintura vinílica blanca,89,2476.62
26/11/2025,Silicón sellador,10,1126.67
26/11/2025,Arena fina,20,1983.01
27/11/2025,Interruptor termomagnético,61,1898.23
27/11/2025,Llave allen,30,567.73
27/11/2025,Multicontacto,74,1732.15
28/11/2025,Apagadores,30,1488.6
28/11/2025,Remaches,66,405.92
28/11/2025,Pinzas universales,32,631.38
29/11/2025,Varilla de acero,26,2071.19
29/11/2025,Rodillo para pintura,79,966.21
29/11/2025,Malla ciclónica,38,2155.37
30/11/2025,Extensión eléctrica,20,1548.78
30/11/2025,Desarmador de cruz,16,535.8
01/12/2025,Grapas metálicas,16,401.56
01/12/2025,Pintura vinílica blanca,81,2476.62
01/12/2025,Taquetes,72,232.55
02/12/2025,Pintura vinílica blanca,20,2476.62
02/12/2025,Interruptor termomagnético,44,1898.23
02/12/2025,Martillo,9,424.97
03/12/2025,Focos LED,11,1455.18
03/12/2025,Cutter,31,824.47
03/12/2025,Ganchos de pared,67,337.56
04/12/2025,Extensión eléctrica,15,1548.78
04/12/2025,Arandelas,94,266.09
05/12/2025,Clavos de acero,47,120.12
05/12/2025,Extensión eléctrica,49,1548.78
